"","state","year","suicideRate","povertyPerventage","suicideZScore","povertyZScore"
"1","Alabama",1999,12.5,15.2,-0.192927420031434,0.7475043722954
"2","Alabama",2000,13.1,13.3,-0.0417689236540318,0.189252552060916
"3","Alabama",2001,11.4,15.9,-0.470051330056672,0.953176095539684
"4","Alabama",2002,11.5,14.5,-0.444858247327105,0.541832649051117
"5","Alabama",2003,11.4,15,-0.470051330056672,0.688741022797033
"6","Alabama",2004,11.7,16.9,-0.394472081867971,1.24699284303152
"7","Alabama",2005,11.5,16.7,-0.444858247327105,1.18822949353315
"8","Alabama",2006,12.4,14.3,-0.218120502761001,0.48306929955275
"9","Alabama",2007,12.4,14.5,-0.218120502761001,0.541832649051117
"10","Alabama",2008,12.6,14.3,-0.167734337301867,0.48306929955275
"11","Alabama",2009,13.7,16.6,0.10938957272337,1.15884781878397
"12","Alabama",2010,14,17.2,0.184968820912072,1.33513786727907
"13","Alabama",2011,13.2,15.4,-0.0165758409244648,0.806267721793767
"14","Alabama",2012,14.7,16.2,0.361320400019041,1.04132111978723
"15","Alabama",2013,14.4,16.7,0.28574115183034,1.18822949353315
"16","Alabama",2014,14.5,17.8,0.310934234559907,1.51142791577417
"17","Alabama",2015,14.9,16.3,0.411706565478176,1.07070279453642
"18","Alabama",2016,15.7,16.2,0.613251227314712,1.04132111978723
"19","Alaska",1999,16.8,7.6,0.89037513733995,-1.48550290864254
"20","Alaska",2000,21.5,7.6,2.0744500256296,-1.48550290864254
"21","Alaska",2001,15.9,8.5,0.663637392773846,-1.22106783589989
"22","Alaska",2002,20.8,8.8,1.89809844652263,-1.13292281165233
"23","Alaska",2003,20.3,9.6,1.7721330328748,-0.897869413658868
"24","Alaska",2004,23,9.1,2.45234626657311,-1.04477778740479
"25","Alaska",2005,19.9,10,1.67136070195653,-0.780342714662135
"26","Alaska",2006,19.9,8.9,1.67136070195653,-1.10354113690315
"27","Alaska",2007,22.6,7.6,2.35157393565484,-1.48550290864254
"28","Alaska",2008,24.4,8.2,2.80504942478705,-1.30921286014744
"29","Alaska",2009,20,11.7,1.6965537846861,-0.280854243926018
"30","Alaska",2010,22.8,12.5,2.40196010111397,-0.0458008459325506
"31","Alaska",2011,20,11.7,1.6965537846861,-0.280854243926018
"32","Alaska",2012,23,10,2.45234626657311,-0.780342714662135
"33","Alaska",2013,23.2,10.9,2.50273243203224,-0.515907641919484
"34","Alaska",2014,22.1,11.9,2.225608522007,-0.222090894427651
"35","Alaska",2015,26.9,9.2,3.43487649302622,-1.0153961126556
"36","Alaska",2016,25.8,12.6,3.15775258300099,-0.0164191711833674
"37","Arizona",1999,15.5,12.2,0.562865061855578,-0.133945870180101
"38","Arizona",2000,15.6,11.7,0.588058144585145,-0.280854243926018
"39","Arizona",2001,14.8,14.6,0.386513482748609,0.5712143238003
"40","Arizona",2002,16.6,13.5,0.839988971880816,0.248015901559283
"41","Arizona",2003,15.5,13.5,0.562865061855578,0.248015901559283
"42","Arizona",2004,15.8,14.4,0.638444310044279,0.512450974301933
"43","Arizona",2005,16.4,15.2,0.789602806421681,0.7475043722954
"44","Arizona",2006,16.3,14.4,0.764409723692115,0.512450974301933
"45","Arizona",2007,16.5,14.3,0.814795889151248,0.48306929955275
"46","Arizona",2008,15.5,18,0.562865061855578,1.57019126527253
"47","Arizona",2009,16.7,21.2,0.865182054610382,2.5104048572464
"48","Arizona",2010,17,18.8,0.940761302799084,1.805244663266
"49","Arizona",2011,17.8,17.2,1.14230596463562,1.33513786727907
"50","Arizona",2012,17.3,19,1.01634055098779,1.86400801276437
"51","Arizona",2013,17.5,20.2,1.06672671644692,2.21658810975457
"52","Arizona",2014,18,21.2,1.19269213009475,2.5104048572464
"53","Arizona",2015,18.2,17.2,1.24307829555389,1.33513786727907
"54","Arizona",2016,17.7,16.1,1.11711288190605,1.01193944503805
"55","Arkansas",1999,12.6,14.7,-0.167734337301867,0.600595998549483
"56","Arkansas",2000,13,16.5,-0.0669620063835988,1.12946614403478
"57","Arkansas",2001,14.3,17.8,0.260548069100773,1.51142791577417
"58","Arkansas",2002,14,19.8,0.184968820912072,2.09906141075784
"59","Arkansas",2003,13.6,17.8,0.0841964899938035,1.51142791577417
"60","Arkansas",2004,13,15.1,-0.0669620063835988,0.718122697546217
"61","Arkansas",2005,14.3,13.8,0.260548069100773,0.336160925806833
"62","Arkansas",2006,13.3,17.7,0.00861724180510258,1.48204624102498
"63","Arkansas",2007,14.2,13.8,0.235354986371206,0.336160925806833
"64","Arkansas",2008,15.5,15.3,0.562865061855578,0.776886047044584
"65","Arkansas",2009,14.5,18.9,0.310934234559907,1.83462633801518
"66","Arkansas",2010,15.5,15.3,0.562865061855578,0.776886047044584
"67","Arkansas",2011,16,18.7,0.688830475503413,1.77586298851682
"68","Arkansas",2012,16.3,20.1,0.764409723692115,2.18720643500539
"69","Arkansas",2013,17.3,17.1,1.01634055098779,1.30575619252988
"70","Arkansas",2014,17.3,18.4,1.01634055098779,1.68771796426927
"71","Arkansas",2015,19.1,16.1,1.46981604011999,1.01193944503805
"72","Arkansas",2016,18.2,16,1.24307829555389,0.982557770288867
"73","California",1999,9.6,14,-0.923526819188879,0.3949242753052
"74","California",2000,9.1,12.7,-1.04949223283671,0.0129625035658159
"75","California",2001,8.5,12.6,-1.20065072921412,-0.0164191711833674
"76","California",2002,9.6,13.1,-0.923526819188879,0.130489202562549
"77","California",2003,9.9,13.1,-0.847947571000178,0.130489202562549
"78","California",2004,9.7,13.2,-0.898333736459312,0.159870877311733
"79","California",2005,9.1,13.2,-1.04949223283671,0.159870877311733
"80","California",2006,9.3,12.2,-0.99910606737758,-0.133945870180101
"81","California",2007,9.9,12.7,-0.847947571000178,0.0129625035658159
"82","California",2008,10.3,14.6,-0.747175240081909,0.5712143238003
"83","California",2009,10.2,15.3,-0.772368322811477,0.776886047044584
"84","California",2010,10.3,16.3,-0.747175240081909,1.07070279453642
"85","California",2011,10.4,16.9,-0.721982157352342,1.24699284303152
"86","California",2012,10,15.9,-0.822754488270611,0.953176095539684
"87","California",2013,10.2,14.9,-0.772368322811477,0.65935934804785
"88","California",2014,10.5,15.8,-0.696789074622775,0.923794420790501
"89","California",2015,10.3,13.9,-0.747175240081909,0.365542600556017
"90","California",2016,10.5,13.9,-0.696789074622775,0.365542600556017
"91","Colorado",1999,13.7,8.5,0.10938957272337,-1.22106783589989
"92","Colorado",2000,14.3,9.8,0.260548069100773,-0.839106064160501
"93","Colorado",2001,16.5,8.7,0.814795889151248,-1.16230448640152
"94","Colorado",2002,16.2,9.8,0.739216640962547,-0.839106064160501
"95","Colorado",2003,16.1,9.7,0.714023558232981,-0.868487738909685
"96","Colorado",2004,17.2,10,0.991147468258218,-0.780342714662135
"97","Colorado",2005,17.2,11.4,0.991147468258218,-0.368999268173568
"98","Colorado",2006,15.3,9.7,0.512478896396444,-0.868487738909685
"99","Colorado",2007,16.6,9.8,0.839988971880816,-0.839106064160501
"100","Colorado",2008,16.1,11,0.714023558232981,-0.486525967170301
"101","Colorado",2009,18.7,12.3,1.36904370920172,-0.104564195430917
"102","Colorado",2010,16.8,12.3,0.89037513733995,-0.104564195430917
"103","Colorado",2011,17.5,13.2,1.06672671644692,0.159870877311733
"104","Colorado",2012,19.7,11.9,1.62097453649739,-0.222090894427651
"105","Colorado",2013,18.6,10.6,1.34385062647216,-0.604052666167035
"106","Colorado",2014,19.9,12.3,1.67136070195653,-0.104564195430917
"107","Colorado",2015,19.5,9.9,1.57058837103826,-0.809724389411318
"108","Colorado",2016,20.5,8.5,1.82251919833393,-1.22106783589989
"109","Connecticut",1999,7.9,7.2,-1.35180922559152,-1.60302960763927
"110","Connecticut",2000,8.8,7.7,-1.12507148102542,-1.45612123389335
"111","Connecticut",2001,8.1,7.3,-1.30142306013239,-1.57364793289009
"112","Connecticut",2002,7.3,8.3,-1.50296772196892,-1.27983118539825
"113","Connecticut",2003,7.5,8.1,-1.45258155650979,-1.33859453489662
"114","Connecticut",2004,8.2,10.1,-1.27622997740282,-0.750961039912951
"115","Connecticut",2005,8.1,9.3,-1.30142306013239,-0.986014437906418
"116","Connecticut",2006,8,8,-1.32661614286195,-1.3679762096458
"117","Connecticut",2007,7.3,8.9,-1.50296772196892,-1.10354113690315
"118","Connecticut",2008,8.5,8.1,-1.20065072921412,-1.33859453489662
"119","Connecticut",2009,8.5,8.4,-1.20065072921412,-1.25044951064907
"120","Connecticut",2010,9.4,8.6,-0.973912984648013,-1.1916861611507
"121","Connecticut",2011,9.8,10.1,-0.873140653729745,-0.750961039912951
"122","Connecticut",2012,9.9,10.3,-0.847947571000178,-0.692197690414584
"123","Connecticut",2013,8.7,11.3,-1.15026456375498,-0.398380942922751
"124","Connecticut",2014,9.8,8.6,-0.873140653729745,-1.1916861611507
"125","Connecticut",2015,9.9,9.1,-0.847947571000178,-1.04477778740479
"126","Connecticut",2016,10.1,9.8,-0.797561405541044,-0.839106064160501
"127","Delaware",1999,11,10.4,-0.57082366097494,-0.662816015665401
"128","Delaware",2000,10.4,8.4,-0.721982157352342,-1.25044951064907
"129","Delaware",2001,13.5,6.7,0.0590034072642365,-1.74993798138519
"130","Delaware",2002,9.1,9.1,-1.04949223283671,-1.04477778740479
"131","Delaware",2003,11.4,7.3,-0.470051330056672,-1.57364793289009
"132","Delaware",2004,11,9,-0.57082366097494,-1.07415946215397
"133","Delaware",2005,9.7,9.2,-0.898333736459312,-1.0153961126556
"134","Delaware",2006,10.3,9.3,-0.747175240081909,-0.986014437906418
"135","Delaware",2007,10.6,9.3,-0.671595991893208,-0.986014437906418
"136","Delaware",2008,11.9,9.6,-0.344085916408836,-0.897869413658868
"137","Delaware",2009,11.7,12.3,-0.394472081867971,-0.104564195430917
"138","Delaware",2010,11.3,12.2,-0.495244412786239,-0.133945870180101
"139","Delaware",2011,11,13.7,-0.57082366097494,0.30677925105765
"140","Delaware",2012,13.2,13.5,-0.0165758409244648,0.248015901559283
"141","Delaware",2013,12.5,14,-0.192927420031434,0.3949242753052
"142","Delaware",2014,13.2,11,-0.0165758409244648,-0.486525967170301
"143","Delaware",2015,12.6,11.1,-0.167734337301867,-0.457144292421118
"144","Delaware",2016,11.5,11.6,-0.444858247327105,-0.310235918675201
"145","District of Columbia",1999,5.1,14.7,-2.0572155420194,0.600595998549483
"146","District of Columbia",2000,3.8,15.2,-2.38472561750377,0.7475043722954
"147","District of Columbia",2001,6.5,18.2,-1.70451238380546,1.6289546147709
"148","District of Columbia",2002,5.2,17,-2.03202245928983,1.2763745177807
"149","District of Columbia",2003,6.1,16.8,-1.80528471472373,1.21761116828233
"150","District of Columbia",2004,5.5,17,-1.95644321110113,1.2763745177807
"151","District of Columbia",2005,5.4,21.3,-1.9816362938307,2.53978653199559
"152","District of Columbia",2006,5.2,18.3,-2.03202245928983,1.65833628952008
"153","District of Columbia",2007,6,18,-1.83047779745329,1.57019126527253
"154","District of Columbia",2008,7.3,16.5,-1.50296772196892,1.12946614403478
"155","District of Columbia",2009,4.4,17.9,-2.23356712112637,1.54080959052335
"156","District of Columbia",2010,6.9,19.5,-1.60374005288719,2.01091638651029
"157","District of Columbia",2011,5.6,19.9,-1.93125012837156,2.12844308550702
"158","District of Columbia",2012,5.7,18.4,-1.90605704564199,1.68771796426927
"159","District of Columbia",2013,5.7,21.3,-1.90605704564199,2.53978653199559
"160","District of Columbia",2014,7.8,19,-1.37700230832109,1.86400801276437
"161","District of Columbia",2015,4.9,16.6,-2.10760170747853,1.15884781878397
"162","District of Columbia",2016,5.2,16.3,-2.03202245928983,1.07070279453642
"163","Florida",1999,12.2,12.4,-0.268506668220135,-0.0751825206817339
"164","Florida",2000,12.4,11,-0.218120502761001,-0.486525967170301
"165","Florida",2001,13.5,12.7,0.0590034072642365,0.0129625035658159
"166","Florida",2002,13.3,12.6,0.00861724180510258,-0.0164191711833674
"167","Florida",2003,12.8,12.7,-0.117348171842733,0.0129625035658159
"168","Florida",2004,13,11.6,-0.0669620063835988,-0.310235918675201
"169","Florida",2005,12.5,11.1,-0.192927420031434,-0.457144292421118
"170","Florida",2006,12.6,11.5,-0.167734337301867,-0.339617593424384
"171","Florida",2007,13.2,12.5,-0.0165758409244648,-0.0458008459325506
"172","Florida",2008,13.9,13.1,0.159775738182505,0.130489202562549
"173","Florida",2009,14.4,14.6,0.28574115183034,0.5712143238003
"174","Florida",2010,13.7,16,0.10938957272337,0.982557770288867
"175","Florida",2011,13.9,14.9,0.159775738182505,0.65935934804785
"176","Florida",2012,14.4,15.3,0.28574115183034,0.776886047044584
"177","Florida",2013,13.8,14.9,0.134582655452938,0.65935934804785
"178","Florida",2014,13.9,16.7,0.159775738182505,1.18822949353315
"179","Florida",2015,14.4,16.2,0.28574115183034,1.04132111978723
"180","Florida",2016,14,13,0.184968820912072,0.101107527813366
"181","Georgia",1999,11.2,12.8,-0.520437495515806,0.0423441783149997
"182","Georgia",2000,10.7,12.1,-0.646402909163642,-0.163327544929284
"183","Georgia",2001,11.4,12.9,-0.470051330056672,0.0717258530641829
"184","Georgia",2002,11.1,11.2,-0.545630578245373,-0.427762617671935
"185","Georgia",2003,11.6,11.9,-0.419665164597538,-0.222090894427651
"186","Georgia",2004,11.3,13,-0.495244412786239,0.101107527813366
"187","Georgia",2005,10.6,14.4,-0.671595991893208,0.512450974301933
"188","Georgia",2006,10.3,12.6,-0.747175240081909,-0.0164191711833674
"189","Georgia",2007,10.9,13.6,-0.596016743704507,0.277397576308466
"190","Georgia",2008,10.4,15.5,-0.721982157352342,0.83564939654295
"191","Georgia",2009,11.9,18.4,-0.344085916408836,1.68771796426927
"192","Georgia",2010,11.7,18.8,-0.394472081867971,1.805244663266
"193","Georgia",2011,11.7,18.4,-0.394472081867971,1.68771796426927
"194","Georgia",2012,11.7,18.1,-0.394472081867971,1.59957294002172
"195","Georgia",2013,12,16.3,-0.318892833679269,1.07070279453642
"196","Georgia",2014,12.6,16.8,-0.167734337301867,1.21761116828233
"197","Georgia",2015,12.7,18.1,-0.1425412545723,1.59957294002172
"198","Georgia",2016,13.3,15.4,0.00861724180510258,0.806267721793767
"199","Hawaii",1999,11.1,10.8,-0.545630578245373,-0.545289316668668
"200","Hawaii",2000,11.2,8.9,-0.520437495515806,-1.10354113690315
"201","Hawaii",2001,10.9,11.4,-0.596016743704507,-0.368999268173568
"202","Hawaii",2002,9.5,11.3,-0.948719901918446,-0.398380942922751
"203","Hawaii",2003,10.2,9.3,-0.772368322811477,-0.986014437906418
"204","Hawaii",2004,8.9,8.6,-1.09987839829585,-1.1916861611507
"205","Hawaii",2005,8.2,8.6,-1.27622997740282,-1.1916861611507
"206","Hawaii",2006,9,9.2,-1.07468531556628,-1.0153961126556
"207","Hawaii",2007,9.5,7.5,-0.948719901918446,-1.51488458339172
"208","Hawaii",2008,9.7,9.9,-0.898333736459312,-0.809724389411318
"209","Hawaii",2009,12.5,12.5,-0.192927420031434,-0.0458008459325506
"210","Hawaii",2010,15,12.4,0.436899648207743,-0.0751825206817339
"211","Hawaii",2011,12.8,12.1,-0.117348171842733,-0.163327544929284
"212","Hawaii",2012,13.1,13.8,-0.0417689236540318,0.336160925806833
"213","Hawaii",2013,11.8,11.1,-0.369278999138403,-0.457144292421118
"214","Hawaii",2014,13.8,10.8,0.134582655452938,-0.545289316668668
"215","Hawaii",2015,13.5,10.9,0.0590034072642365,-0.515907641919484
"216","Hawaii",2016,12.1,9.3,-0.293699750949702,-0.986014437906418
"217","Idaho",1999,14.8,14.1,0.386513482748609,0.424305950054383
"218","Idaho",2000,13.3,12.5,0.00861724180510258,-0.0458008459325506
"219","Idaho",2001,16.3,11.5,0.764409723692115,-0.339617593424384
"220","Idaho",2002,15.5,11.3,0.562865061855578,-0.398380942922751
"221","Idaho",2003,16.4,10.2,0.789602806421681,-0.721579365163768
"222","Idaho",2004,17.6,9.9,1.09191979917649,-0.809724389411318
"223","Idaho",2005,16.5,9.9,0.814795889151248,-0.809724389411318
"224","Idaho",2006,15.8,9.5,0.638444310044279,-0.927251088408052
"225","Idaho",2007,15,9.9,0.436899648207743,-0.809724389411318
"226","Idaho",2008,16.7,12.2,0.865182054610382,-0.133945870180101
"227","Idaho",2009,20.3,13.7,1.7721330328748,0.30677925105765
"228","Idaho",2010,18.8,13.8,1.39423679193129,0.336160925806833
"229","Idaho",2011,18.2,15.7,1.24307829555389,0.894412746041317
"230","Idaho",2012,19,14.4,1.44462295739043,0.512450974301933
"231","Idaho",2013,19.2,12.9,1.49500912284956,0.0717258530641829
"232","Idaho",2014,20,12.4,1.6965537846861,-0.0751825206817339
"233","Idaho",2015,22.1,12.3,2.225608522007,-0.104564195430917
"234","Idaho",2016,21.4,11.1,2.04925694290003,-0.457144292421118
"235","Illinois",1999,8.3,9.9,-1.25103689467325,-0.809724389411318
"236","Illinois",2000,8.1,10.7,-1.30142306013239,-0.574670991417851
"237","Illinois",2001,9.2,10.1,-1.02429915010715,-0.750961039912951
"238","Illinois",2002,9.2,12.8,-1.02429915010715,0.0423441783149997
"239","Illinois",2003,8,12.6,-1.32661614286195,-0.0164191711833674
"240","Illinois",2004,8.1,12.3,-1.30142306013239,-0.104564195430917
"241","Illinois",2005,8.6,11.5,-1.17545764648455,-0.339617593424384
"242","Illinois",2006,7.9,10.6,-1.35180922559152,-0.604052666167035
"243","Illinois",2007,8.6,10,-1.17545764648455,-0.780342714662135
"244","Illinois",2008,9.3,12.3,-0.99910606737758,-0.104564195430917
"245","Illinois",2009,9.1,13.2,-1.04949223283671,0.159870877311733
"246","Illinois",2010,9,14.1,-1.07468531556628,0.424305950054383
"247","Illinois",2011,9.3,14.2,-0.99910606737758,0.453687624803566
"248","Illinois",2012,9.8,12.6,-0.873140653729745,-0.0164191711833674
"249","Illinois",2013,9.9,13.3,-0.847947571000178,0.189252552060916
"250","Illinois",2014,10.5,13.7,-0.696789074622775,0.30677925105765
"251","Illinois",2015,10.3,10.9,-0.747175240081909,-0.515907641919484
"252","Illinois",2016,10.7,12.1,-0.646402909163642,-0.163327544929284
"253","Indiana",1999,10.4,6.7,-0.721982157352342,-1.74993798138519
"254","Indiana",2000,11.3,8.5,-0.495244412786239,-1.22106783589989
"255","Indiana",2001,11.7,8.5,-0.394472081867971,-1.22106783589989
"256","Indiana",2002,12.1,9.1,-0.293699750949702,-1.04477778740479
"257","Indiana",2003,11.9,9.9,-0.344085916408836,-0.809724389411318
"258","Indiana",2004,11.3,11.6,-0.495244412786239,-0.310235918675201
"259","Indiana",2005,11.9,12.6,-0.344085916408836,-0.0164191711833674
"260","Indiana",2006,13,10.6,-0.0669620063835988,-0.604052666167035
"261","Indiana",2007,12.3,11.8,-0.243313585490568,-0.251472569176834
"262","Indiana",2008,12.6,14.3,-0.167734337301867,0.48306929955275
"263","Indiana",2009,12.8,16.1,-0.117348171842733,1.01193944503805
"264","Indiana",2010,13.1,16.3,-0.0417689236540318,1.07070279453642
"265","Indiana",2011,13.5,15.6,0.0590034072642365,0.865031071292134
"266","Indiana",2012,14.3,15.2,0.260548069100773,0.7475043722954
"267","Indiana",2013,14.3,11.6,0.260548069100773,-0.310235918675201
"268","Indiana",2014,14.3,14.6,0.260548069100773,0.5712143238003
"269","Indiana",2015,14.4,13.5,0.28574115183034,0.248015901559283
"270","Indiana",2016,15.4,11.8,0.537671979126011,-0.251472569176834
"271","Iowa",1999,10.3,7.4,-0.747175240081909,-1.5442662581409
"272","Iowa",2000,9.8,8.3,-0.873140653729745,-1.27983118539825
"273","Iowa",2001,10.2,7.4,-0.772368322811477,-1.5442662581409
"274","Iowa",2002,10.7,9.2,-0.646402909163642,-1.0153961126556
"275","Iowa",2003,11.9,8.9,-0.344085916408836,-1.10354113690315
"276","Iowa",2004,11.5,10.9,-0.444858247327105,-0.515907641919484
"277","Iowa",2005,11.2,11.3,-0.520437495515806,-0.398380942922751
"278","Iowa",2006,11.2,10.3,-0.520437495515806,-0.692197690414584
"279","Iowa",2007,10.7,8.9,-0.646402909163642,-1.10354113690315
"280","Iowa",2008,12.6,9.5,-0.167734337301867,-0.927251088408052
"281","Iowa",2009,11.9,10.7,-0.344085916408836,-0.574670991417851
"282","Iowa",2010,12.1,10.3,-0.293699750949702,-0.692197690414584
"283","Iowa",2011,13.9,10.4,0.159775738182505,-0.662816015665401
"284","Iowa",2012,12.7,10.3,-0.1425412545723,-0.692197690414584
"285","Iowa",2013,14.4,10.8,0.28574115183034,-0.545289316668668
"286","Iowa",2014,12.9,10.3,-0.0921550891131658,-0.692197690414584
"287","Iowa",2015,13.9,10.4,0.159775738182505,-0.662816015665401
"288","Iowa",2016,14.6,9.8,0.336127317289474,-0.839106064160501
"289","Kansas",1999,11.2,12.3,-0.520437495515806,-0.104564195430917
"290","Kansas",2000,12.2,8,-0.268506668220135,-1.3679762096458
"291","Kansas",2001,10.9,10.1,-0.596016743704507,-0.750961039912951
"292","Kansas",2002,12.7,10.1,-0.1425412545723,-0.750961039912951
"293","Kansas",2003,12.8,10.8,-0.117348171842733,-0.545289316668668
"294","Kansas",2004,13.7,11.4,0.10938957272337,-0.368999268173568
"295","Kansas",2005,13.3,12.5,0.00861724180510258,-0.0458008459325506
"296","Kansas",2006,13.9,12.8,0.159775738182505,0.0423441783149997
"297","Kansas",2007,13.7,11.7,0.10938957272337,-0.280854243926018
"298","Kansas",2008,12.1,12.7,-0.293699750949702,0.0129625035658159
"299","Kansas",2009,13.6,13.7,0.0841964899938035,0.30677925105765
"300","Kansas",2010,14,14.5,0.184968820912072,0.541832649051117
"301","Kansas",2011,13.8,14.3,0.134582655452938,0.48306929955275
"302","Kansas",2012,17.4,14,1.04153363371735,0.3949242753052
"303","Kansas",2013,14.7,13.2,0.361320400019041,0.159870877311733
"304","Kansas",2014,15.7,12.1,0.613251227314712,-0.163327544929284
"305","Kansas",2015,16.3,14.2,0.764409723692115,0.453687624803566
"306","Kansas",2016,17.9,11.2,1.16749904736519,-0.427762617671935
"307","Kentucky",1999,11.6,12.1,-0.419665164597538,-0.163327544929284
"308","Kentucky",2000,12.8,12.6,-0.117348171842733,-0.0164191711833674
"309","Kentucky",2001,12.1,12.6,-0.293699750949702,-0.0164191711833674
"310","Kentucky",2002,13,14.2,-0.0669620063835988,0.453687624803566
"311","Kentucky",2003,13.6,14.4,0.0841964899938035,0.512450974301933
"312","Kentucky",2004,13.3,17.8,0.00861724180510258,1.51142791577417
"313","Kentucky",2005,13.4,14.8,0.0338103245346696,0.629977673298667
"314","Kentucky",2006,14.6,16.8,0.336127317289474,1.21761116828233
"315","Kentucky",2007,15.1,15.5,0.462092730937309,0.83564939654295
"316","Kentucky",2008,14,17.1,0.184968820912072,1.30575619252988
"317","Kentucky",2009,13.5,17,0.0590034072642365,1.2763745177807
"318","Kentucky",2010,14.2,17.7,0.235354986371206,1.48204624102498
"319","Kentucky",2011,15.2,16,0.487285813666876,0.982557770288867
"320","Kentucky",2012,16.2,17.9,0.739216640962547,1.54080959052335
"321","Kentucky",2013,15.6,20,0.588058144585145,2.1578247602562
"322","Kentucky",2014,16,20,0.688830475503413,2.1578247602562
"323","Kentucky",2015,17.1,19.5,0.965954385528651,2.01091638651029
"324","Kentucky",2016,16.8,15.2,0.89037513733995,0.7475043722954
"325","Louisiana",1999,11.9,19.2,-0.344085916408836,1.92277136226273
"326","Louisiana",2000,10.7,17.2,-0.646402909163642,1.33513786727907
"327","Louisiana",2001,11.2,16.2,-0.520437495515806,1.04132111978723
"328","Louisiana",2002,11.2,17.5,-0.520437495515806,1.42328289152662
"329","Louisiana",2003,10.3,17,-0.747175240081909,1.2763745177807
